SUSCEPTIBLE, EXPOSED, ASYMPTOMATIC, PREINFECTED, INFECTED, HOSPITALIZING, VENTILATING, RECOVERED, DEAD
625640, 0, 228, 92, 0, 0, 0, 0, 0
625640, 0, 228, 92, 0, 0, 0, 0, 0
625640, 0, 228, 92, 0, 0, 0, 0, 0
625640, 0, 228, 92, 0, 0, 0, 0, 0
625640, 0, 228, 92, 0, 0, 0, 0, 0
625640, 0, 228, 92, 0, 0, 0, 0, 0
625640, 0, 228, 92, 0, 0, 0, 0, 0
625640, 0, 228, 92, 0, 0, 0, 0, 0
625640, 0, 228, 92, 0, 0, 0, 0, 0
625640, 0, 228, 92, 0, 0, 0, 0, 0
625640, 0, 228, 92, 0, 0, 0, 0, 0
625640, 0, 228, 92, 0, 0, 0, 0, 0
625640, 0, 228, 92, 0, 0, 0, 0, 0
625640, 0, 228, 92, 0, 0, 0, 0, 0
625640, 0, 228, 92, 0, 0, 0, 0, 0
625640, 0, 228, 92, 0, 0, 0, 0, 0
625640, 0, 228, 92, 0, 0, 0, 0, 0
625640, 0, 228, 92, 0, 0, 0, 0, 0
625640, 0, 228, 92, 0, 0, 0, 0, 0
625640, 0, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 92, 0, 0, 0, 0, 0
625636, 4, 228, 88, 4, 0, 0, 0, 0
625636, 4, 228, 88, 4, 0, 0, 0, 0
625636, 4, 228, 88, 4, 0, 0, 0, 0
625636, 4, 228, 88, 4, 0, 0, 0, 0
625636, 4, 228, 88, 4, 0, 0, 0, 0
625636, 4, 228, 88, 4, 0, 0, 0, 0
625636, 4, 228, 88, 4, 0, 0, 0, 0
625636, 4, 228, 88, 4, 0, 0, 0, 0
625636, 4, 228, 88, 4, 0, 0, 0, 0
625636, 4, 228, 88, 4, 0, 0, 0, 0
625636, 4, 228, 88, 4, 0, 0, 0, 0
625636, 4, 228, 88, 4, 0, 0, 0, 0
625636, 4, 228, 88, 4, 0, 0, 0, 0
625636, 4, 228, 88, 4, 0, 0, 0, 0
625636, 4, 228, 88, 4, 0, 0, 0, 0
625636, 4, 228, 88, 4, 0, 0, 0, 0
625636, 4, 228, 88, 4, 0, 0, 0, 0
625636, 4, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 12, 228, 88, 4, 0, 0, 0, 0
625628, 8, 232, 88, 4, 0, 0, 0, 0
625628, 8, 232, 88, 4, 0, 0, 0, 0
625628, 8, 232, 88, 4, 0, 0, 0, 0
625628, 8, 232, 88, 4, 0, 0, 0, 0
625628, 8, 232, 88, 4, 0, 0, 0, 0
625628, 8, 232, 84, 8, 0, 0, 0, 0
625628, 8, 232, 80, 12, 0, 0, 0, 0
625628, 8, 232, 76, 16, 0, 0, 0, 0
625628, 8, 232, 76, 16, 0, 0, 0, 0
625628, 8, 232, 76, 16, 0, 0, 0, 0
625628, 8, 232, 76, 16, 0, 0, 0, 0
625628, 8, 232, 76, 16, 0, 0, 0, 0
625628, 8, 232, 76, 16, 0, 0, 0, 0
625628, 8, 232, 76, 16, 0, 0, 0, 0
625628, 8, 232, 76, 16, 0, 0, 0, 0
625628, 8, 232, 76, 16, 0, 0, 0, 0
625628, 8, 232, 76, 16, 0, 0, 0, 0
625628, 8, 232, 76, 16, 0, 0, 0, 0
625628, 8, 232, 76, 16, 0, 0, 0, 0
625624, 12, 232, 76, 16, 0, 0, 0, 0
625624, 12, 232, 76, 16, 0, 0, 0, 0
625624, 12, 232, 76, 16, 0, 0, 0, 0
625624, 12, 232, 76, 16, 0, 0, 0, 0
625624, 12, 232, 76, 16, 0, 0, 0, 0
625624, 12, 232, 76, 16, 0, 0, 0, 0
625624, 12, 232, 76, 16, 0, 0, 0, 0
625624, 12, 232, 76, 16, 0, 0, 0, 0
625624, 12, 232, 76, 16, 0, 0, 0, 0
625624, 12, 232, 76, 16, 0, 0, 0, 0
625624, 12, 232, 76, 16, 0, 0, 0, 0
625624, 12, 232, 76, 16, 0, 0, 0, 0
625624, 12, 232, 76, 16, 0, 0, 0, 0
625624, 12, 232, 76, 16, 0, 0, 0, 0
625624, 12, 232, 76, 16, 0, 0, 0, 0
625624, 12, 232, 72, 20, 0, 0, 0, 0
625624, 12, 232, 72, 20, 0, 0, 0, 0
625624, 12, 232, 72, 20, 0, 0, 0, 0
625624, 12, 232, 72, 20, 0, 0, 0, 0
625624, 12, 232, 72, 20, 0, 0, 0, 0
625624, 12, 232, 72, 20, 0, 0, 0, 0
625624, 12, 232, 72, 20, 0, 0, 0, 0
625624, 12, 232, 72, 20, 0, 0, 0, 0
625624, 12, 232, 72, 20, 0, 0, 0, 0
625624, 12, 232, 72, 20, 0, 0, 0, 0
625624, 12, 232, 72, 20, 0, 0, 0, 0
625624, 12, 232, 72, 20, 0, 0, 0, 0
625624, 12, 232, 72, 20, 0, 0, 0, 0
625624, 12, 232, 72, 20, 0, 0, 0, 0
625624, 12, 232, 72, 20, 0, 0, 0, 0
625624, 12, 232, 72, 20, 0, 0, 0, 0
625624, 12, 232, 72, 20, 0, 0, 0, 0
625624, 12, 232, 72, 20, 0, 0, 0, 0
625624, 12, 232, 72, 20, 0, 0, 0, 0
625624, 12, 232, 72, 20, 0, 0, 0, 0
625624, 12, 232, 72, 20, 0, 0, 0, 0
625624, 12, 232, 72, 20, 0, 0, 0, 0
625624, 12, 228, 72, 20, 0, 0, 4, 0
625624, 12, 228, 72, 20, 0, 0, 4, 0
625624, 12, 228, 72, 20, 0, 0, 4, 0
625624, 12, 228, 68, 24, 0, 0, 4, 0
625624, 12, 228, 68, 24, 0, 0, 4, 0
625624, 12, 228, 68, 24, 0, 0, 4, 0
625624, 12, 228, 68, 24, 0, 0, 4, 0
625624, 12, 228, 68, 24, 0, 0, 4, 0
625624, 12, 228, 68, 24, 0, 0, 4, 0
625624, 12, 228, 68, 24, 0, 0, 4, 0
625624, 12, 228, 68, 24, 0, 0, 4, 0
625624, 12, 228, 68, 24, 0, 0, 4, 0
625624, 12, 228, 64, 28, 0, 0, 4, 0
625624, 12, 228, 64, 28, 0, 0, 4, 0
625624, 12, 228, 64, 28, 0, 0, 4, 0
